ID,GENDER,CAR,REALITY,NO_OF_CHILD,INCOME,INCOME_TYPE,EDUCATION_TYPE,FAMILY_TYPE,HOUSE_TYPE,FLAG_MOBIL,WORK_PHONE,PHONE,E_MAIL,FAMILY SIZE,BEGIN_MONTH,AGE,YEARS_EMPLOYED,TARGET
5087880,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,1,0,0,1,2,52,60,14,0
5087881,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,1,0,0,1,2,50,60,14,0
5087889,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,1,0,0,1,2,21,60,14,0
5087898,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,1,0,0,1,2,49,60,14,0
5087899,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,1,0,0,1,2,30,60,14,0
5087900,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,1,0,0,1,2,58,60,14,0
5087906,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,1,0,0,1,2,13,60,14,0
5087907,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,1,0,0,1,2,12,60,14,0
5087908,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,1,0,0,1,2,16,60,14,0
5087914,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,1,0,0,1,2,58,60,14,0
5087915,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,1,0,0,1,2,31,60,14,0
5087916,F,Y,N,1,90000,Working,Incomplete higher,Married,Rented apartment,1,0,0,0,3,6,34,10,0
5087917,F,Y,N,1,90000,Working,Incomplete higher,Married,Rented apartment,1,0,0,0,3,2,34,10,0
5087918,F,Y,N,1,90000,Working,Incomplete higher,Married,Rented apartment,1,0,0,0,3,6,34,10,0
5087919,F,Y,N,1,90000,Working,Incomplete higher,Married,Rented apartment,1,0,0,0,3,28,34,10,0
5087939,F,N,Y,0,360000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,2,48,50,9,0
5087940,F,N,Y,0,360000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,2,36,50,9,0
5087941,F,N,Y,0,72000,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,1,13,55,6,0
5087942,F,N,Y,0,72000,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,1,22,55,6,0
5087943,F,N,Y,0,72000,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,1,23,55,6,0
5087944,F,N,Y,0,72000,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,1,14,55,6,0
5087946,F,N,Y,0,72000,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,1,56,55,6,0
5087947,F,N,Y,0,72000,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,1,50,55,6,0
5087948,F,N,Y,0,72000,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,1,14,55,6,0
5087949,F,N,Y,0,72000,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,1,4,55,6,0
5087960,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,60,43,7,0
5087961,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,58,43,7,0
5087962,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,44,43,7,0
5087963,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,22,43,7,0
5087968,M,N,Y,0,99000,Working,Higher education,Married,Co-op apartment,1,0,0,0,2,48,27,2,0
5087969,M,N,Y,0,99000,Working,Higher education,Married,Co-op apartment,1,0,0,0,2,48,27,2,0
5087970,M,N,Y,0,99000,Working,Higher education,Married,Co-op apartment,1,0,0,0,2,12,27,2,0
5087971,M,N,Y,0,99000,Working,Higher education,Married,Co-op apartment,1,0,0,0,2,12,27,2,0
5087972,M,N,Y,0,99000,Working,Higher education,Married,Co-op apartment,1,0,0,0,2,21,27,2,0
5087973,M,N,Y,0,99000,Working,Higher education,Married,Co-op apartment,1,0,0,0,2,11,27,2,0
5088021,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,6,43,5,0
5088023,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,6,43,5,0
5088042,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,40,49,8,0
5088043,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,40,49,8,0
5088044,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,28,49,8,0
5088045,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,28,49,8,0
5088046,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,16,49,8,0
5088047,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,12,49,8,0
5088048,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,12,49,8,0
5088049,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,24,49,8,0
5088050,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,28,49,8,0
5088051,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,29,49,8,0
5088052,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,29,49,8,0
5088053,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,23,49,8,0
5088054,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,13,49,8,0
5088055,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,29,49,8,0
5088110,M,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,28,37,5,0
5088112,M,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,32,37,5,0
5088113,M,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,32,37,5,0
5088114,M,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,12,37,5,0
5088115,M,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,39,37,5,0
5088130,F,N,N,1,270000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,32,42,8,0
5088131,F,N,N,1,270000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,32,42,8,0
5088132,F,N,N,1,270000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,32,42,8,0
5088135,F,N,N,1,270000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,11,42,8,0
5088160,F,N,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,53,35,3,0
5088161,F,N,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,53,35,3,0
5088162,F,N,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,46,35,3,0
5088163,F,N,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,40,35,3,0
5088173,F,N,N,0,180000,Working,Incomplete higher,Widow,House / apartment,1,1,1,0,1,31,54,5,0
5088174,F,N,N,0,180000,Working,Incomplete higher,Widow,House / apartment,1,1,1,0,1,31,54,5,0
5088177,F,N,N,0,180000,Working,Incomplete higher,Widow,House / apartment,1,1,1,0,1,57,54,5,0
5088179,F,N,N,0,180000,Working,Incomplete higher,Widow,House / apartment,1,1,1,0,1,19,54,5,0
5088180,F,N,N,0,180000,Working,Incomplete higher,Widow,House / apartment,1,1,1,0,1,13,54,5,0
5088181,F,N,N,0,180000,Working,Incomplete higher,Widow,House / apartment,1,1,1,0,1,12,54,5,0
5088221,F,Y,N,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,13,28,8,0
5088222,F,Y,N,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,10,28,8,0
5088223,F,Y,N,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,1,28,8,0
5088224,F,Y,N,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,0,28,8,0
5088234,M,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,49,52,8,0
5088235,M,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,49,52,8,0
5088236,M,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,47,52,8,0
5088237,M,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,3,52,8,0
5088238,M,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,3,52,8,0
5088239,M,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,3,52,8,0
5088243,M,N,N,0,180000,State servant,Secondary / secondary special,Married,With parents,1,0,0,0,2,14,27,4,0
5088244,M,N,N,0,180000,State servant,Secondary / secondary special,Married,With parents,1,0,0,0,2,16,27,4,0
5088245,M,N,N,0,180000,State servant,Secondary / secondary special,Married,With parents,1,0,0,0,2,24,27,4,0
5088273,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,14,55,19,0
5088275,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,60,55,19,0
5088276,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,1,55,19,0
5088279,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,21,55,19,0
5088281,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,19,47,1,0
5088282,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,17,47,1,0
5088283,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,16,47,1,0
5088284,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,16,47,1,0
5088285,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,15,47,1,0
5088286,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,13,47,1,0
5088287,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,11,47,1,0
5088288,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,10,47,1,0
5088289,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,10,47,1,0
5088290,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,9,47,1,0
5088291,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,4,47,1,0
5088292,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,3,47,1,0
5088293,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,2,47,1,0
5088294,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,1,47,1,0
5088295,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,24,47,1,0
5088307,F,N,Y,0,117000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,27,44,13,0
5088308,F,N,Y,0,117000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,34,44,13,0
5088309,F,N,Y,0,117000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,34,44,13,0
5088310,F,N,Y,0,117000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,27,44,13,0
5088311,F,N,Y,0,117000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,3,44,13,0
5088352,M,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,60,35,10,0
5088353,M,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,11,35,10,0
5088354,M,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,20,35,10,0
5088355,M,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,28,35,10,0
5088359,M,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,24,35,10,0
5088361,M,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,7,35,10,0
5088379,F,N,Y,1,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,3,19,38,19,0
5088415,M,Y,N,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,2,49,60,7,0
5088416,M,Y,N,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,2,6,60,7,0
5088417,M,Y,N,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,2,6,60,7,0
5088433,F,N,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,33,49,5,0
5088434,F,N,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,33,49,5,0
5088435,F,N,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,33,49,5,0
5088436,F,N,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,33,49,5,0
5088437,F,N,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,22,49,5,0
5088439,F,N,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,13,49,5,0
5088447,F,N,Y,0,157500,State servant,Secondary / secondary special,Widow,House / apartment,1,0,1,0,1,14,63,6,0
5088448,F,N,Y,0,157500,State servant,Secondary / secondary special,Widow,House / apartment,1,0,1,0,1,7,63,6,0
5088449,F,N,Y,0,157500,State servant,Secondary / secondary special,Widow,House / apartment,1,0,1,0,1,25,63,6,0
5088450,F,N,Y,0,157500,State servant,Secondary / secondary special,Widow,House / apartment,1,0,1,0,1,13,63,6,0
5088451,F,N,Y,0,157500,State servant,Secondary / secondary special,Widow,House / apartment,1,0,1,0,1,19,63,6,0
5088453,F,N,Y,0,157500,State servant,Secondary / secondary special,Widow,House / apartment,1,0,1,0,1,12,63,6,0
5088454,F,N,Y,0,157500,State servant,Secondary / secondary special,Widow,House / apartment,1,0,1,0,1,12,63,6,0
5088455,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,51,42,12,0
5088456,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,28,42,12,0
5088458,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,38,42,12,0
5088459,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,51,42,12,0
5088461,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,30,42,12,0
5088462,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,8,42,12,0
5088463,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,6,42,12,0
5088489,M,Y,N,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,3,28,40,2,0
5088490,M,Y,N,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,3,8,40,2,0
5088496,F,N,N,0,189000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,8,57,5,0
5088498,F,N,N,0,189000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,56,57,5,0
5088499,F,N,N,0,189000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,10,57,5,0
5088501,M,Y,Y,0,72000,Working,Higher education,Married,House / apartment,1,0,0,0,2,18,60,2,0
5088502,M,Y,Y,0,72000,Working,Higher education,Married,House / apartment,1,0,0,0,2,25,60,2,0
5088503,M,Y,Y,0,72000,Working,Higher education,Married,House / apartment,1,0,0,0,2,12,60,2,0
5088532,M,Y,N,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,11,35,3,0
5088551,F,N,Y,0,90000,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,1,59,50,24,0
5088552,F,N,Y,0,90000,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,1,39,50,24,0
5088553,F,N,Y,0,90000,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,1,27,50,24,0
5088554,F,N,Y,0,90000,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,1,26,50,24,0
5088555,F,N,Y,0,90000,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,1,40,50,24,0
5088557,F,N,Y,0,90000,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,1,17,50,24,0
5088563,F,N,Y,0,63000,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2,33,54,21,0
5088564,F,N,Y,0,63000,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2,33,54,21,0
5088565,F,N,Y,0,63000,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2,13,54,21,0
5088566,F,N,Y,0,63000,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2,36,54,21,0
5088567,F,N,Y,0,63000,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2,4,54,21,0
5088569,F,N,Y,0,63000,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2,37,54,21,0
5088600,F,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,19,36,4,0
5088601,F,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,5,36,4,0
5088602,F,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,22,36,4,0
5088603,F,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,19,36,4,0
5088604,F,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,16,36,4,0
5088605,F,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,5,36,4,0
5088626,M,Y,Y,0,256500,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2,18,47,12,0
5088655,F,Y,Y,1,157500,Working,Higher education,Married,House / apartment,1,0,0,0,3,35,46,7,0
5088656,F,Y,Y,1,157500,Working,Higher education,Married,House / apartment,1,0,0,0,3,49,46,7,0
5088657,F,Y,Y,1,157500,Working,Higher education,Married,House / apartment,1,0,0,0,3,9,46,7,0
5088664,M,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,47,25,4,0
5088665,M,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,41,25,4,0
5088666,M,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,28,25,4,0
5088667,M,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,28,25,4,0
5088668,M,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,24,25,4,0
5088669,M,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,5,25,4,0
5088670,M,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,43,25,4,0
5088671,M,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,42,25,4,0
5088672,M,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,14,25,4,0
5088673,M,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,2,25,4,0
5088683,M,Y,Y,0,184500,Commercial associate,Secondary / secondary special,Married,With parents,1,0,0,0,2,12,54,1,0
5088684,M,Y,Y,0,184500,Commercial associate,Secondary / secondary special,Married,With parents,1,0,0,0,2,28,54,1,0
5088685,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,32,51,4,0
5088686,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,52,51,4,0
5088687,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,52,51,4,0
5088688,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,48,51,4,0
5088689,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,32,51,4,0
5088690,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,22,51,4,0
5088691,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,19,51,4,0
5088692,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,18,51,4,0
5088696,F,Y,Y,0,252000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,42,48,3,0
5088697,F,Y,Y,0,252000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,42,48,3,0
5088698,F,Y,Y,0,252000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,22,48,3,0
5088699,F,Y,Y,0,252000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,20,48,3,0
5088700,F,Y,Y,0,252000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,25,48,3,0
5088701,F,Y,Y,0,252000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,20,48,3,0
5088723,F,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,8,46,4,0
5088724,F,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,31,46,4,0
5088725,F,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,41,46,4,0
5088726,F,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,4,46,4,0
5088727,F,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,13,46,4,0
5088728,F,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,11,46,4,0
5088732,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,10,51,13,0
5088733,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,15,51,13,0
5088734,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,38,51,13,0
5088782,M,N,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,21,37,3,0
5088783,M,N,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,21,37,3,0
5088784,M,N,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,3,37,3,0
5088805,M,Y,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,12,38,10,0
5088807,M,Y,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,58,38,10,0
5088808,M,Y,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,18,38,10,0
5088809,M,Y,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,58,38,10,0
5088810,M,Y,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,50,38,10,0
5088811,M,Y,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,37,38,10,0
5088812,M,Y,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,26,38,10,0
5088813,M,Y,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,18,38,10,0
5088814,F,N,Y,0,112500,Commercial associate,Higher education,Married,Municipal apartment,1,1,0,1,2,33,40,8,0
5088815,F,N,Y,0,112500,Commercial associate,Higher education,Married,Municipal apartment,1,1,0,1,2,8,40,8,0
5088816,F,N,Y,0,126000,Working,Secondary / secondary special,Single / not married,With parents,1,0,1,0,1,14,31,0,0
5088821,F,N,Y,0,45000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,44,55,17,0
5088822,M,Y,Y,0,292500,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,2,44,32,2,0
5088823,M,Y,Y,0,292500,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,2,28,32,2,0
5088824,M,Y,Y,0,292500,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,2,10,32,2,0
5088825,M,Y,Y,0,292500,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,2,26,32,2,0
5088826,M,Y,Y,0,292500,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,2,25,32,2,0
5088828,M,Y,Y,0,292500,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,2,38,32,2,0
5088829,M,Y,Y,0,292500,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,2,60,32,2,0
5088830,F,N,Y,0,612000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,2,0,34,10,0
5088831,F,N,Y,0,612000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,2,13,34,10,0
5088832,F,N,Y,0,612000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,2,19,34,10,0
5088833,F,N,Y,0,612000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,2,24,34,10,0
5088834,F,N,Y,0,612000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,2,44,34,10,0
5088835,F,N,Y,0,612000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,2,18,34,10,0
5088836,F,N,Y,0,612000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,2,25,34,10,0
5088837,F,N,Y,0,612000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,2,25,34,10,0
5088838,F,N,Y,0,612000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,2,4,34,10,0
5088839,F,N,Y,0,612000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,2,30,34,10,0
5088840,F,N,Y,0,612000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,2,43,34,10,0
5090817,F,N,Y,0,612000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,2,9,34,10,0
5090818,F,N,Y,0,612000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,2,56,34,10,0
5088843,F,N,Y,0,171000,Working,Higher education,Single / not married,House / apartment,1,0,0,0,1,56,28,6,0
5088844,F,N,Y,0,171000,Working,Higher education,Single / not married,House / apartment,1,0,0,0,1,32,28,6,0
5088845,F,N,Y,0,171000,Working,Higher education,Single / not married,House / apartment,1,0,0,0,1,40,28,6,0
